,kalimat_id,kata,sense,kalimat,freq
361,1050350,pembagian,3703,daftar keuskupan sri lanka maladewa daftar memuat menjabarkan pembagian wilayah administratif gereja katolik roma dipimpin uskup ordinaris sri lanka maladewa,1
362,1050826,pembagian,3704,pembagian jadwal menyebabkan proyek tertunda,2
363,1050826,pembagian,3704,pembagian jadwal menyebabkan proyek tertunda,1
364,1050879,pembagian,3701,traktat pembagian wilayah pembagian wilayah jerman italia negara swiss kemerdekaannya,1
365,1050879,pembagian,3703,traktat pembagian wilayah pembagian wilayah jerman italia negara swiss kemerdekaannya,2
366,1051008,pembagian,3701,penyelenggaraan musim liga indonesia sistem pembagian wilayah barat wilayah timur sistem knockout stage perempat final semifinal final,1
367,1051008,pembagian,3703,penyelenggaraan musim liga indonesia sistem pembagian wilayah barat wilayah timur sistem knockout stage perempat final semifinal final,1
368,1051008,pembagian,3703,penyelenggaraan musim liga indonesia sistem pembagian wilayah barat wilayah timur sistem knockout stage perempat final semifinal final,1
369,1051015,pembagian,3703,pembagian keuntungan kerugian diperjanjikan sekutu pembagian diatur perjanjian pendirian persekutuan,1
370,1051015,pembagian,3704,pembagian keuntungan kerugian diperjanjikan sekutu pembagian diatur perjanjian pendirian persekutuan,1
371,1051015,pembagian,3705,pembagian keuntungan kerugian diperjanjikan sekutu pembagian diatur perjanjian pendirian persekutuan,1
372,1051358,pembagian,3701,kali satrap daerah hydaspes naskah pembagian babilonia 323 sm,2
373,1051358,pembagian,370d,kali satrap daerah hydaspes naskah pembagian babilonia 323 sm,1
374,1051375,pembagian,3701,kota waitakere pembagian administratif auckland barat selandia,1
375,1051976,rapat,4401,rapat diolok2 tsuchikage oonoki gelar kage muda gelar,1
376,1051976,rapat,4601,rapat diolok2 tsuchikage oonoki gelar kage muda gelar,2
377,1051994,rapat,4402,a formula_20q rapat muatan listrik permukaan luasnya sudut,1
378,1051994,rapat,4602,a formula_20q rapat muatan listrik permukaan luasnya sudut,1
379,1051994,rapat,4602,a q rapat muatan listrik permukaan luasnya sudut,1
380,1052012,rapat,4403,proses pengolahan kecap ikan menggarami ikan dihaluskan disimpan wadah tertutup rapat 3,1
381,1052012,rapat,4603,proses pengolahan kecap ikan menggarami ikan dihaluskan disimpan wadah tertutup rapat 3,2
382,1052047,rapat,4401,ruu abpn 2015 presiden susilo bambang yudhoyono rapat paripurna dprri tanggal 15 agustus 2014 disetujui dpr tanggal 29 september 2014,1
383,1052047,rapat,4601,ruu abpn 2015 presiden susilo bambang yudhoyono rapat paripurna dprri tanggal 15 agustus 2014 disetujui dpr tanggal 29 september 2014,1
384,1052047,rapat,460d,ruu abpn 2015 presiden susilo bambang yudhoyono rapat paripurna dprri tanggal 15 agustus 2014 disetujui dpr tanggal 29 september 2014,1
385,1052075,rapat,4401,rapat petugas kepolisian selesai fadli zon polisi mestinya,1
386,1052075,rapat,4601,rapat petugas kepolisian selesai fadli zon polisi mestinya,2
387,1052129,rapat,4401,dilantik gubernur zaini abdullah 6 agustus 2012 sesuai surat keputusan menteri negeri nomor 13211505 nomor 13211505 2012 rapat paripurna istimewa dprk,1
388,1052129,rapat,4601,dilantik gubernur zaini abdullah 6 agustus 2012 sesuai surat keputusan menteri negeri nomor 13211505 nomor 13211505 2012 rapat paripurna istimewa dprk,2
389,1052160,rapat,4401,lapangan peristiwa rapat raksasa rakyat jakarta lapangan ikada,1
390,1052160,rapat,4601,lapangan peristiwa rapat raksasa rakyat jakarta lapangan ikada,2
391,1052210,rapat,4401,rapat internal komisi pemilihan daerah kabupaten grobogan 16 januari 2011 resmi menetapkan hasil pilkada grobogan 2011 pasangan bambang pudjionoicek baskoro pasangan peraih suara,1
392,1052210,rapat,4601,rapat internal komisi pemilihan daerah kabupaten grobogan 16 januari 2011 resmi menetapkan hasil pilkada grobogan 2011 pasangan bambang pudjionoicek baskoro pasangan peraih suara,2
393,1052367,rapat,4602,bolpoinnya karet sealantnya ekstra keras rapat menahan tinta tersedot tekanan vakum,2
394,1052367,rapat,4603,bolpoinnya karet sealantnya ekstra keras rapat menahan tinta tersedot tekanan vakum,1
395,1052425,rapat,4401,kesepuluh negara rencananya bertemu mitra rapat menteri keuangan dibatalkan peresmian perjanjian multilateralnya ditunda akibat krisis politik thailand,1
396,1052425,rapat,4601,kesepuluh negara rencananya bertemu mitra rapat menteri keuangan dibatalkan peresmian perjanjian multilateralnya ditunda akibat krisis politik thailand,2
397,1052447,rapat,4601,beritahukan rapat perpanjangan hgb itc mangga agustus 2006 status tanah itcmangga diperjual belikan ptduta pertiwi tbk 1992 status tanah hgb tertera sertifikat pemilik hgb diatas hpl pemprov dki,1
398,1052447,rapat,4601,beritahukan rapat perpanjangan hgb itc mangga agustus 2006 status tanah itcmangga diperjualbelikan ptduta pertiwi tbk 1992 status tanah hgb tertera sertifikat pemilik hgb diatas hpl pemprov dki,1
399,1052447,rapat,4601,diberitahukan rapat perpanjangan hgb itc mangga agustus 2006 status tanah itcmangga diperjualbelikan ptduta pertiwi tbk 1992 status tanah hgb tertera sertifikat pemilik hgb diatas hpl pemprov dki,1
400,1052539,rapat,4601,rapat majelis madrasah dipimpin arsyid tola bsc disepakati drs suardi kepala man 1 palu bakti 20012004,2
401,1052539,rapat,4601,rapat majelis madrasah dipimpin arsyid tola bsc disepakati drs suardi kepala man 1 palu bakti 20012004,1
402,1052555,rapat,4601,rapat pembicara asupan diet direkomendasikan dietary recommended intakes dri berdasar tingkat terendah piramida mutu pembuktian berdasarkan opini berdasarkan uji klinis terkendali acak,1
403,1052555,rapat,4601,september 2007 institute of medicine menyelenggarakan workshop berjudul the development of dris 1994 2004 lessons learned and new challenges,1
404,1052555,rapat,4601,september 2007 institute of medicine menyelenggarakan workshop berjudul the development of dris 19942004 lessons learned and new challenges rapat pembicara asupan diet direkomendasikan dietary recommended intakes dri berdasar tingkat terendah piramida mutu pembuktian berdasarkan opini berdasarkan uji klinis terkendali acak,1
405,1052637,rapat,4602,ikosahedron memiliki wajah segitiga sisi rapat simpul,2
406,1052637,rapat,4603,ikosahedron memiliki wajah segitiga sisi rapat simpul,1
407,1052717,rapat,4401,musim gugur 654 rapat kekaisaran kaisar memanggil zhangsun li ji li shiji mengganti namanya menghindari tabu nama kaisar taizong li shimin chu yu zhining istana,1
408,1052717,rapat,4601,musim gugur 654 rapat kekaisaran kaisar memanggil zhangsun li ji li shiji mengganti namanya menghindari tabu nama kaisar taizong li shimin chu yu zhining istana,2
409,1052832,rapat,4401,upacara penutupan kongres rapat tamansiswa yogyakarta 13 agustus 1930 ki sarmidi mangunsarkoro bersamasama ki sadikin ki s djojoprajitno ki poeger ki kadiroen ki safioedin soerjopoetro nama persatuan tamansiswa indonesia menandatangani keterangan penerimaan penyerahan piagam persatuan perjanjian pendirian tangan ki hadjar dewantara ki tjokrodirjo ki pronowidigdo mewujudkan usaha pendidikan beralaskan hidup penghidupan bangsa nama tamansiswa didirikan 3 juli 1922 yogyakarta,1
410,1052832,rapat,4601,upacara penutupan kongres rapat tamansiswa yogyakarta 13 agustus 1930 ki sarmidi mangunsarkoro bersamasama ki sadikin ki s djojoprajitno ki poeger ki kadiroen ki safioedin soerjopoetro nama persatuan tamansiswa indonesia menandatangani keterangan penerimaan penyerahan piagam persatuan perjanjian pendirian tangan ki hadjar dewantara ki tjokrodirjo ki pronowidigdo mewujudkan usaha pendidikan beralaskan hidup penghidupan bangsa nama tamansiswa didirikan 3 juli 1922 yogyakarta,2
411,1052836,rapat,4401,olbricht stauffenberg memperkenalkannya rapat komite rahasia dihadiri ludwig beck dr carl goerdeler erwin von witzleben,1
412,1052836,rapat,4601,olbricht stauffenberg memperkenalkannya rapat komite rahasia dihadiri ludwig beck dr carl goerdeler erwin von witzleben,2
413,1052840,rapat,4401,celakanya tasnya dipindahkan salah anggota rapat kaki meja,1
414,1052840,rapat,4601,celakanya tasnya dipindahkan salah anggota rapat kaki meja,2
415,1053034,rapat,4401,21 desember 1948 keempat menteri mengadakan rapat hasilnya gubernur militer i ii iii gubernur sipil residen jawa pemerintah pusat diserahkan 3 orang menteri menteri negeri menteri kehakiman menteri perhubungan,1
416,1053034,rapat,4601,21 desember 1948 keempat menteri mengadakan rapat hasilnya gubernur militer i ii iii gubernur sipil residen jawa pemerintah pusat diserahkan 3 orang menteri menteri negeri menteri kehakiman menteri perhubungan,2
417,1053110,rapat,4402,pasukan rasulullah saw mengepung rapat 15 syawal dzulqaidah 2 hijriah,1
418,1053110,rapat,4601,pasukan rasulullah saw mengepung rapat 15 syawal dzulqaidah 2 hijriah,1
419,1053110,rapat,4603,pasukan rasulullah saw mengepung rapat 15 syawal dzulqaidah 2 hijriah,1
420,1053113,rapat,4602,artis sandra selebritis menutup rapat kisah cintanya,1
421,1053113,rapat,4603,artis sandra selebritis menutup rapat kisah cintanya,2
422,1053132,rapat,4401,panitia angket dpr melaporkan pelaksanaan tugasnya rapat paripurna dpr enam puluh dibentuknya panitia angket,1
423,1053132,rapat,4601,panitia angket dpr melaporkan pelaksanaan tugasnya rapat paripurna dpr enam puluh dibentuknya panitia angket,2
424,1053145,rapat,4602,atom satuan terkecil diuraikan unsur mempertahankan sifatnya terbentuk inti rapat bermuatan positif dikelilingi sistem elektron,1
425,1053145,rapat,4603,atom satuan terkecil diuraikan unsur mempertahankan sifatnya terbentuk inti rapat bermuatan positif dikelilingi sistem elektron,2
426,1053295,rapat,4401,tanggal 24 november 2007 bertempat hotel alila diselenggarakan rapat koordinator angkatan alumni sekolah pa hoa sekolah jpp sma negeri 19,1
427,1053295,rapat,4601,tanggal 24 november 2007 bertempat hotel alila diselenggarakan rapat koordinator angkatan alumni sekolah pa hoa sekolah jpp sma negeri 19,2
428,1053370,rapat,4602,bentuk anyaman jarangjarang rapat air kotoran mudah terbuang,1
429,1053370,rapat,4602,bentuk ayaman jarangjarang rapat air kotoran mudah terbuang,1
430,1053370,rapat,4603,bentuk ayaman jarangjarang rapat air kotoran mudah terbuang,1
431,1053441,rapat,4601,subang mengajukan hasil keputusan rapat paripurna kementerian negeri indonesia gubernur jawa barat melantik ojang bupati subang,2
432,1053441,rapat,460d,subang mengajukan hasil keputusan rapat paripurna kementerian negeri indonesia gubernur jawa barat melantik ojang bupati subang,1
433,1053446,rapat,4401,dpd diikutsertakan pembahasan ruu sesuai kewenangannya rapat komisipanitiaalat kelengkapan dpr khusus menangani bidang legislasi,1
434,1053446,rapat,4601,dpd diikutsertakan pembahasan ruu sesuai kewenangannya rapat komisipanitiaalat kelengkapan dpr khusus menangani bidang legislasi,2
435,1053448,rapat,4601,7 keputusan majelis permusyawaratan rakyat usul pemberhentian presiden danatau wakil presiden diambil rapat paripurna majelis permusyawaratan rakyat dihadiri sekurangkurangnya 34 anggota disetujui sekurangkurangnya 23 anggota hadir presiden danatau wakil presiden kesempatan penjelasan rapat paripurna majelis permusyawaratan rakyat,1
436,1053448,rapat,4601,keputusan majelis permusyawaratan rakyat usul pemberhentian presiden danatau wakil presiden diambil rapat paripurna majelis permusyawaratan rakyat dihadiri sekurangkurangnya 34 anggota disetujui sekurangkurangnya 23 anggota hadir presiden danatau wakil presiden kesempatan penjelasan rapat paripurna majelis permusyawaratan rakyat,2
437,1053487,rapat,4401,tanggal 1 juli 1959 bertempat gedung wilis kepatihan yogyakarta diadakan rapat pleno,1
438,1053487,rapat,4601,tanggal 1 juli 1959 bertempat gedung wilis kepatihan yogyakarta diadakan rapat pleno,2
439,1053499,rapat,4402,pepohonan tumbuh rapat menjulang lantai hutan ditumbuhi tumbuhan perdu,1
440,1053499,rapat,4602,pepohonan tumbuh rapat menjulang lantai hutan ditumbuhi tumbuhan perdu,2
441,1053544,sarung,1201,fruity top buah tim mengenakan sarung menyusun buah susunan persembahan adat bali gebogan,1
442,1053544,sarung,1202,fruity top buah tim mengenakan sarung menyusun buah susunan persembahan adat bali gebogan,2
443,1053725,sarung,1201,satusatunya fielder sarung tangan bantalan kaki,2
444,1053725,sarung,1201,satusatunya fielder sarung tangan bantalan kaki,1
445,1053734,sarung,1201,pelumas berbasis minyak melemahkan lateks mengurangi keefektifan kondom sarung tangan lateks bendungan gigi salah bentuk kontrol kelahiran perlindungan penyakit menular seksual pelumas berbasis air berbaais silikon gantinya,2
446,1053734,sarung,1201,pelumas berbasis minyak melemahkan lateks mengurangi keefektifan kondom sarung tangan lateks bendungan gigi,1
447,1053877,sarung,1201,daerah banjar kalimantan selatan sabuk sarung dikenakan posisi menjuntai lutut,1
448,1053877,sarung,1202,daerah banjar kalimantan selatan sabuk sarung dikenakan posisi menjuntai lutut,2
449,1053961,sarung,1201,arya penangsang sigap menyangkutkan buraian ususnya wrangka sarung hulu keris terselip pinggangnya bertempur,1
450,1053961,sarung,1201,arya penangsang sigap menyangkutkan buraian ususnya wrangka sarunghulu keris terselip pinggangnya bertempur,2
451,1053984,sarung,1201,yumoto penari wanita mengenakan furisode berwarna biru terang sarung tangan tek hanagasa tutup kepala berhiaskan bungabunga peony,1
452,1053984,sarung,1201,yumoto penari wanita mengenakan furisode berwarna biru terang sarung tangan tek hanagasa tutup kepala berhiaskan bungabunga peony,1
453,1053984,sarung,1201,yumoto penari wanita mengenakan furisode berwarna biru terang sarung tangan teko hanagasa tutup kepala berhiaskan bungabunga peony,1
454,1054056,sarung,1202,atraksi mekepung sawah berkembang 1930 saisnya berpakain ala prajurit kerajaan bali zaman memakai destar selendang selempod celana alas kaki dipinggang terselip sebilah pedang memakai sarung poleng warna hitam putih,1
455,1054056,sarung,1202,atraksi mekepung sawah berkembang 1930 saisnya berpakain ala prajurit kerajaan bali zaman memakai destar selendang selempod celana alas kaki dipinggang terselip sebilah pedang memakai sarung poleng warna hitam putihmakepung dibagi 2 wilayah blokyaitu blok barathijaublok timur merahnama nama kerbau terkenal blok baratmoncong putihdewi nataliaprabu angin ributdlluntuk blok timurbarong sangkar agunglubak baraksawung galingmega dewialmdll,1
456,1054056,sarung,1202,atraksi mekepung sawah berkembang 1930 saisnya berpakain ala prajurit kerajaan bali zaman memakai destar selendang selempod celana alas kaki dipinggang terselip sebilah pedang memakai sarung poleng warna hitam putih,1
457,1055413,tengah,4301,negara nama nama pemberian nama pemberian ketiga,1
458,1055413,tengah,4301,negara nama nama pemberian nama pemberian ketiga,1
459,1055413,tengah,430x,negara nama nama pemberian nama pemberian ketiga,1
460,1056933,tengah,4301,ps bpd jateng singkatan persatuan sepak bola bank perkreditan daerah jawa klub didirikan wakil jawa kompetisi galatama,1
461,1056933,tengah,430b,ps bpd jateng singkatan persatuan sepak bola bank perkreditan daerah jawa klub didirikan perwakilan provinsi kompetisi galatama,1
462,1056933,tengah,430b,ps bpd jateng singkatan persatuan sepak bola bank perkreditan daerah jawa klub didirikan wakil jawa kompetisi galatama,1
463,1057909,tengah,4301,mempelajari sejarah timur modern universitas amsterdam 197075 sekretaris kedutaan beirut mengurusi lebanon jordan siprus 198083 chargé daffaires belanda tripoli libya198385 deputi direktur urusan afrika timur kementerian urusan negeri belanda 198588,1
464,1057909,tengah,430b,mempelajari sejarah timur modern universitas amsterdam 197075 sekretaris kedutaan beirut mengurusi lebanon jordan siprus 198083 charge daffaires belanda tripoli libya198385 deputi direktur urusan afrika timur kementerian urusan negeri belanda 198588,1
465,1057909,tengah,430b,mempelajari sejarah timur modern universitas amsterdam 197075 sekretaris kedutaan beirut mengurusi lebanon jordan siprus 198083 chargé daffaires belanda tripoli libya198385 deputi direktur urusan afrika timur kementerian urusan negeri belanda 198588,1
466,1058172,tengah,430b,teater lingkar kerjasama stasiun tvri jawa menyiarkan pementasan mengusung lakon mudah dicerna pemirsa televisi acara bertajuk guyon mathon menyindir menimbulkan sakit hati orang,1
467,1058172,tengah,430b,teater lingkar kerjasama stasiun tvri jawa menyiarkan pementasan mengusung lakon mudah dicerna pemirsa televisi acara bertajuk guyon mathon menyindir menimbulkan sakit hati orang,2
468,1058716,tengah,430b,dewan perwakilan rakyat daerah jawa dprd jawa lembaga legislatif unikameral indonesia,2
469,1058716,tengah,430b,dewan perwakilan rakyat daerah jawa lembaga legislatif unikameral indonesia,1
470,1059324,tengah,4301,proses sedimentasi menerus membentuk gosong muara menyebabkan aliran sungai terbelah muara,2
471,1059324,tengah,4302,proses sedimentasi menerus membentuk gosong muara menyebabkan aliran sungai terbelah muara,1
472,1060379,tengah,4302,kesibukannya mangkubumi kerajaan kalinyamat jepara patih sungging badar duwung mengukir batu khusus negeri tiongkok,2
473,1060379,tengah,4303,kesibukannya mangkubumi kerajaan kalinyamat jepara patih sungging badar duwung mengukir batu khusus negeri tiongkok,1
474,1060680,tengah,4301,emigran ukraina ukraina asia siberia,1
475,1060680,tengah,430b,emigran ukraina ukraina asia siberia,2
476,1061390,tengah,430b,martin ziguélé politikus republik afrika perdana menteri republik afrika 2001 2003,2
477,1061390,tengah,430b,martin ziguele politikus republik afrika perdana menteri republik afrika 2001 2003,1
478,1063077,tengah,430b,reichskommissariat turkestan dieja turkistan disingkat rkt reichskommissariat jerman nazi diusulkan pendiriannya republikrepublik asia uni soviet perang dunia ii,1
479,1063077,tengah,430b,reichskommissariat turkestan dieja turkistan disingkat rkt reichskommissariat jerman nazi diusulkan pendiriannya republikrepublik asia uni soviet perang dunia ii,2
480,1063733,tengah,430b,administratif sungai kabupaten salah satunya kabupaten timor selatan provinsi nusa tenggara timur indonesia,1
481,1063733,tengah,430b,administratif sungai kabupaten kabupaten malaka kabupaten timor utara kabupaten timor selatan provinsi nusa tenggara timur indonesia,2
482,106508,baru,3901,menyebabkan penolakan doktrin kalangan protestan memandang saudara yesus perjanjian anak kandung maria mengakibatkan sulitnya yesus menyerahkan ibunya murid dikasihinya yohanes 192627 asumsi ibunya memiliki anakanak kandung,1
483,106508,baru,390d,penolakan selibat kaum rohaniwan menyebabkan penolakan doktrin kalangan protestan memandang saudara yesus perjanjian anak kandung maria mengakibatkan sulitnya yesus menyerahkan ibunya murid dikasihinya yohanes 192627 asumsi ibunya memiliki anakanak kandung,1
484,106508,baru,390d,penolakan selibat kaum rohaniwan menyebabkan penolakan doktrin kalangan protestan memandang saudara yesus perjanjian anak kandung maria mengakibatkan sulitnya yesus menyerahkan ibunya murid dikasihinya yohanes 192627 asumsi ibunya memiliki anakanak kandung,1
485,1066315,tengah,4303,kegiatan promosi album studio grup berpartisipasi smtown live 10 world tour rekan label sm,2
486,1066315,tengah,4304,kegiatan promosi album studio grup berpartisipasi smtown live 10 world tour rekan label sm,1
487,1067049,tengah,4301,14 maret 2004 aristide meninggalkan republik afrika berangkat jamaika menimbulkan kecemasan pemerintah prancis amerika kehadirannya daerah menyebabkan ketidakstabilan haiti,1
488,1067049,tengah,430b,14 maret 2004 aristide meninggalkan republik afrika berangkat jamaika menimbulkan kecemasan pemerintah prancis amerika kehadirannya daerah menyebabkan ketidakstabilan haiti,2
489,1067954,tengah,4301,upaya jepang memperluas perimeter pertahanan samudra pasifik selatan digagalkan pertempuran laut karang mei 1942 pertempuran midway juni 1942,1
490,1067954,tengah,430b,upaya jepang memperluas perimeter pertahanan samudra pasifik selatan digagalkan pertempuran laut karang mei 1942 pertempuran midway juni 1942,2
491,1067981,tengah,4301,upaya terpisah membangun pangkalanpangkalan militer kepulauan solomon mengakomodasi konvoi kapal tongkang guadalkanal gagal akibat dihancurkan serangan udara sekutu,2
492,1067981,tengah,430b,upaya terpisah membangun pangkalanpangkalan militer kepulauan solomon mengakomodasi konvoi kapal tongkang guadalkanal gagal akibat dihancurkan serangan udara sekutu,1
493,1068591,tengah,4301,takhta kekuasaan adiwijaya mencakup wilayah jawa sepeninggal trenggana daerah bawahan demak melepaskan,1
494,1068591,tengah,430b,takhta kekuasaan adiwijaya mencakup wilayah jawa sepeninggal trenggana daerah bawahan demak melepaskan,2
495,1071465,tengah,4301,benteng kursikursi batu prajurit bertemu makan,2
496,1071465,tengah,4302,benteng kursikursi batu prajurit bertemu makan,1
497,1071835,tengah,4304,digelar masjid sepi selepas shalat ashar isya subuh bab alumrah,1
498,1071835,tengah,4304,digelar masjid sepi selepas shalat ashar isya shubuh bab alumrah,2
499,1071931,tengah,4303,program kesaksian kristen pindah senin malam program solusi pindah jam tayang senin 2400 wib,2
500,1071931,tengah,4304,program kesaksian kristen pindah senin malam program solusi pindah jam tayang senin 2400 wib,1
501,1072689,tinggi,5102,serpenti ramjets scramjet bergantung kecepatan kendaraan kompres paksa mengurangi kecepatan udara masuk pembakaran ram jet ramjet berkurang kecepatannya udara subsonik kecepatan pembakaran aliran udara scramjet aliran supersonik mesin,1
502,1072689,tinggi,5105,serpenti ramjets scramjet bergantung kecepatan kendaraan kompres paksa mengurangi kecepatan udara masuk pembakaran ram jet ramjet berkurang kecepatannya udara subsonik kecepatan pembakaran aliran udara scramjet aliran supersonik mesin,1
503,1072689,tinggi,5106,serpenti ramjets scramjet bergantung kecepatan kendaraan kompres paksa mengurangi kecepatan udara masuk pembakaran ram jet ramjet berkurang kecepatannya udara subsonik kecepatan pembakaran aliran udara scramjet aliran supersonik mesin,1
504,1072923,tinggi,5106,penyedia telekomunikasi seluler gsm utama menawarkan layanan mobile berkecepatan internet3gdan 35g bahkanhsdpa kotakota besarjakartadansurabaya,1
505,1072923,tinggi,5106,penyedia telekomunikasi seluler gsm utama menawarkan layanan mobile berkecepatan internet 3g 35g hsdpa kotakota jakarta surabaya,1
506,1072923,tinggi,5107,penyedia telekomunikasi seluler gsm utama menawarkan layanan mobile berkecepatan internet 3gdan 35g bahkanhsdpa kotakota besarjakartadan surabaya,1
507,1073001,tinggi,5105,perusahaan glock target skema penggelapan melibatkan perwira perusahaan orang terkait erat perusahaan,2
508,1073001,tinggi,510x,perusahaan glock target skema penggelapan melibatkan perwira perusahaan orang terkait erat perusahaan,1
509,1074455,tinggi,5105,mantan atlet nasional mengembangkan mengikuti pendidikan sekolah staf komando angkatan darat seskoad 1995 sekolah staf perwira sespati polri 2003,2
510,1074455,tinggi,510c,mantan atlet nasional mengembangkan mengikuti pendidikan sekolah staf komando angkatan darat seskoad 1995 sekolah staf perwira sespati polri 2003,1
511,1074570,tinggi,5105,1962 sekolah keguruan berubah perguruan independen,1
512,1074570,tinggi,510c,1962 sekolah keguruan berubah perguruan independen,1
513,1074570,tinggi,510x,1962 sekolah keguruan berubah perguruan independen,1
514,1075,asing,5301,kate pindah apartemen diduga rumah danau disukainya saksi pengalaman hidup cinta kate imajinasi terhubung pria asing hidup kate,1
515,1075,asing,5301,kate pindah apartemen diduga rumah danau disukainya saksi pengalaman hidup cinta kate imajinasi terhubung pria asing hidup kate,1
516,1075,asing,5302,kate pindah apartemen diduga rumah danau disukainya saksi pengalaman hidup cinta kate imajinasi terhubung pria asing hidup kate,1
517,1076344,tinggi,5103,karakteristik tanah kerala india lembah bukit membawa sporaspora mengikuti arah angin lembah bergerak,1
518,1076344,tinggi,5103,karakteristik tanah kerala india lembah bukit membawa sporaspora mengikuti arah angin lembah bergerak,1
519,1076344,tinggi,5105,karakteristik tanah kerala india lembah bukit membawa sporaspora mengikuti arah angin lembah bergerak,1
520,1076868,tinggi,5103,blown flaps perangkat angkat aerodinamis bertenaga diciptakan inggris sayap pesawat meningkatkan daya angkat kecepatan rendah lepas landas mendarat,2
521,1076868,tinggi,510x,blown flaps perangkat angkat aerodinamis bertenaga diciptakan inggris sayap pesawat meningkatkan daya angkat kecepatan rendah lepas landas mendarat,1
522,1076990,tinggi,5104,budi purnawirawan perwira tni angkatan darat lulusan akademi militer 1978 berasal kecabangan artileri pertahanan udara,1
523,1076990,tinggi,5105,purnawirawan perwira tni angkatan darat lulusan akademi militer 1978 berasal kecabangan artileri pertahanan udara,1
524,1076990,tinggi,5105,mayor jenderal tni purn leonardus jp siegers sip lahir makassar 20 agustus 1956 umur 62 purnawirawan perwira tni angkatan darat lulusan akademi militer 19781 berasal kecabangan artileri pertahanan udara,1
525,1078611,tinggi,5105,pussenarhanud dijabat perwira bintang dijabat brigjen tni nurchahyanto,2
526,1078611,tinggi,510a,pussenarhanud dijabat perwira bintang dijabat brigjen tni nurchahyanto,1
527,1078668,tinggi,5101,kursi baris ketiga dipasang barisan kursi,1
528,1078668,tinggi,5103,kursi baris ketiga dipasang barisan kursi,2
529,1078672,tinggi,5103,cruikshank menyuarakan fred audio diubah digital bunyi nyaring suara cruikshank,1
530,1078672,tinggi,5106,cruikshank menyuarakan fred audio diubah digital bunyi nyaring suara cruikshank,2
531,1079668,tinggi,5105,kegantengan kecantikan kadang menyebabkan bersangkutan angkuh sombong hati,1
532,1079668,tinggi,5106,kegantengan kecantikan kadang menyebabkan bersangkutan angkuh sombong hati,1
533,1079668,tinggi,510x,kegantengan kecantikan kadang menyebabkan bersangkutan angkuh sombong hati,1
534,1082761,tinggi,5106,süddeutsche zeitung dibaca 11 juta orang jerman harinya memiliki sirkulasi relatif negeri,2
535,1082761,tinggi,5106,sddeutsche zeitung dibaca 11 juta orang jerman harinya memiliki sirkulasi relatif negeri,1
536,1083071,tinggi,510c,penghargaanpenghargaan sipil ditangguhkan pertengahan 1992 litigasi kepentingan masyarakat dicanangkan dewan kerala dewan madhya pradesh menentang validitas konstitusional penghargaan,2
537,1083071,tinggi,510x,penghargaanpenghargaan sipil ditangguhkan pertengahan 1992 litigasi kepentingan masyarakat dicanangkan dewan kerala dewan madhya pradesh menentang validitas konstitusional penghargaan,1
538,1085410,tinggi,5105,daging paus sei makanan populer norwegia sulit ditangkap harga daging pedagangan paus sei menguntungkan,1
539,1085410,tinggi,5106,daging paus sei makanan populer norwegia sulit ditangkap harga daging pedagangan paus sei menguntungkan,2
540,1086516,tinggi,5105,stand and deliver film drama amerika 1988 berdasarkan kisah nyata guru matematika perguruan jaime escalante,2
541,1086516,tinggi,510x,stand and deliver film drama amerika 1988 berdasarkan kisah nyata guru matematika perguruan jaime escalante,1
542,1086866,tinggi,5105,franciscus l kansil purnawirawan perwira tni angkatan laut lulusan akademi angkatan laut angkatan 16 1970 angkatan kolonel mar purn,2
543,1086866,tinggi,510x,franciscus l kansil purnawirawan perwira tni angkatan laut lulusan akademi angkatan laut angkatan 16 1970 angkatan kolonel mar purn,1
544,1087529,tinggi,5102,orang berkulit gelap tinggal daerah sinar matahari terik memiliki peningkatan risiko musim dingin mengalami kekurangan vitamin d,1
545,1087529,tinggi,5103,orang berkulit gelap tinggal daerah sinar matahari terik memiliki peningkatan risiko musim dingin mengalami kekurangan vitamin d konsekuensi kekurangan vitamin d memiliki risiko terkena rakhitis jenis kanker penyakit kardiovaskular aktivitas sistem kekebalan tubuh rendah,1
546,1087529,tinggi,510x,orang berkulit gelap tinggal daerah sinar matahari terik memiliki peningkatan risiko musim dingin mengalamikekuranganvitamin d konsekuensi kekurangan vitamin d memiliki risiko terkenarakhitis jenis kanker penyakit kardiovaskular danaktivitas sistem kekebalan tubuh rendah,1
547,1088718,tinggi,510c,sekolah agama islam nahdlatul ulama malang stainu malang perguruan keagamaan islam swasta ptkis binaan nahdlatul ulama didirikan 2010 membuka jurusan ekonomi syariah fakultas syariah manajemen pendidikan islam fakultas tarbiyah proses perkuliahan 2003 bekerjasama sekolah tarbiyah stit raden rahmat kepanjen malang,2
548,1088718,tinggi,510x,sekolah agama islam nahdlatul ulama malang stainu malang perguruan keagamaan islam swasta ptkis binaan nahdlatul ulama didirikan 2010 membuka jurusan ekonomi syariah fakultas syariah manajemen pendidikan islam fakultas tarbiyah proses perkuliahan 2003 bekerjasama sekolah tarbiyah stit raden rahmat kepanjen malang,1
549,1089081,tinggi,510c,ucok mahasiswa sekolah ilmu ekonomi perbanas jakarta,2
550,1089081,tinggi,510x,ucok mahasiswa sekolah ilmu ekonomi perbanas jakarta,1
551,1089157,tinggi,5104,terkait dialog hukuman mati tahta suci uni eropa menjunjung hak hidup hak fundamental manusia,2
